gene_id	length	effective_length	TPM_average	COUNT_Tsirt_JLS178	COUNT_Tsirt_JLS181	COUNT_Tsirt_JLS187	COUNT_Tsirt_JLS202	COUNT_Tsirt_JLS216	COUNT_Tsirt_JLS223	COUNT_Tsirt_JLS224	COUNT_Tsirt_JLS228	COUNT_Tsirt_JLS242	COUNT_Tsirt_JLS247	COUNT_Tsirt_JLS248	COUNT_Tsirt_JLS249	COUNT_Tsirt_JLS253	COUNT_Tsirt_JLS254	COUNT_Tsirt_JLS255	COUNT_Tsirt_JLS256	COUNT_Tsirt_JLS257	COUNT_Tsirt_JLS260	COUNT_Tsirt_JLS269	TPM_Tsirt_JLS178	TPM_Tsirt_JLS181	TPM_Tsirt_JLS187	TPM_Tsirt_JLS202	TPM_Tsirt_JLS216	TPM_Tsirt_JLS223	TPM_Tsirt_JLS224	TPM_Tsirt_JLS228	TPM_Tsirt_JLS242	TPM_Tsirt_JLS247	TPM_Tsirt_JLS248	TPM_Tsirt_JLS249	TPM_Tsirt_JLS253	TPM_Tsirt_JLS254	TPM_Tsirt_JLS255	TPM_Tsirt_JLS256	TPM_Tsirt_JLS257	TPM_Tsirt_JLS260	TPM_Tsirt_JLS269	TPM10K_Tsirt_JLS178	TPM10K_Tsirt_JLS181	TPM10K_Tsirt_JLS187	TPM10K_Tsirt_JLS202	TPM10K_Tsirt_JLS216	TPM10K_Tsirt_JLS223	TPM10K_Tsirt_JLS224	TPM10K_Tsirt_JLS228	TPM10K_Tsirt_JLS242	TPM10K_Tsirt_JLS247	TPM10K_Tsirt_JLS248	TPM10K_Tsirt_JLS249	TPM10K_Tsirt_JLS253	TPM10K_Tsirt_JLS254	TPM10K_Tsirt_JLS255	TPM10K_Tsirt_JLS256	TPM10K_Tsirt_JLS257	TPM10K_Tsirt_JLS260	TPM10K_Tsirt_JLS269	TPM10K_average
trinityContig38556||sp|Q9NZN8.1|	1563	1404.35	10.16157894736842	87	12	110	97	63	21	27	54	69	65	103	77	48	6	10	50	110	61	49	11.57	11.79	15.42	13.76	12.67	3.19	5.57	17.34	9.13	11.32	18.74	13.6	8.38	1.35	1.83	5.18	13.64	9.77	8.82	3.141255	3.2009849999999997	4.18653	3.73584	3.4399050000000004	0.866085	1.5122550000000001	4.70781	2.478795	3.07338	5.08791	3.6924	2.27517	0.36652500000000005	0.496845	1.40637	3.7032599999999998	2.652555	2.39463	2.7588686842105266
trinityContig38579||sp|Q5RCA3.1|	486	327.35	15.25578947368421	0	0	0.75	0	35.8	44.81	1.53	0	3.93	41.55	24.66	58.12	0	17.37	0	65.44	169.69	0	0	0	0	0.46	0	29.81	28.61	1.28	0	2.23	30.07	18.88	43.14	0	16.2	0	28.56	90.62	0	0	0	0	0.12489000000000001	0	8.093415	7.767614999999999	0.34752000000000005	0	0.605445	8.164005	5.12592	11.71251	0	4.3983	0	7.75404	24.603330000000003	0	0	4.141946842105264
trinityContig38596||sp|P18203.2|	327	168.35	127.67368421052632	234	10	339	124	76	36	43	46	56	112	208	105	50	7	33	76	206	32	63	259.58	76.7	404.1	140.68	118.01	43.56	65.51	120.17	61.49	151.83	302.5	147.87	65.73	12.23	46.31	63.06	214.92	41.77	89.78	70.47596999999999	20.82405	109.71315	38.19462	32.039715	11.826540000000001	17.785965	32.626155	16.694535000000002	41.221845	82.12875	40.146705	17.845695000000003	3.3204450000000003	12.573165000000001	17.12079	58.35077999999999	11.340555	24.37527	34.66340526315789
trinityContig3860||sp|Q95M12.1|	1296	1137.35	63.77789473684211	603	49	399	514	503	177	144	187	434	259	422	415	357	41	88	344	343	330	203	99.01	59.31	69.11	89.89	124.58	33.18	36.54	74.07	70.91	55.56	94.67	90.36	76.68	11.33	19.83	43.97	52.53	65.23	45.02	26.881215	16.102665	18.763365	24.405135	33.82347	9.00837	9.92061	20.110004999999997	19.252064999999998	15.084539999999999	25.702905	24.53274	20.818620000000003	3.076095	5.383845	11.937855	14.261895	17.709945	12.22293	17.31569842105263
trinityContig38622||sp|P25321.2|	1050	891.35	21.711052631578948	9.73	5.73	71.41	190.85	151.08	13	109.32	58.99	121.44	154.14	108.01	110.23	61.52	8	29.03	88.78	135.93	29.52	79.97	2.04	8.82	15.8	42.5	47.57	3.1	35.18	29.78	25.31	42.05	30.86	30.56	16.78	2.81	8.31	14.45	26.57	7.44	22.58	0.55386	2.39463	4.2897	11.53875	12.915255	0.84165	9.55137	8.08527	6.871664999999999	11.416574999999998	8.37849	8.297039999999999	4.555770000000001	0.762915	2.256165	3.923175	7.213755	2.01996	6.13047	5.894550789473684
trinityContig38657||sp|Q3T0Z3.1|	222	66.82	317.71473684210525	66	15	46	109	56	129	139	40	161	93	71	72	74	148	124	126	64	266	57	184.47	265.74	142.45	293.4	196.72	368.6	457.86	254.87	442.14	289.26	245.46	239.77	213.61	594.95	392.04	248.53	171.37	844.79	190.55	50.083605	72.14841	38.675174999999996	79.65809999999999	53.40948	100.07490000000001	124.30899000000001	69.19720500000001	120.04100999999999	78.53409	66.64239	65.097555	57.995115000000006	161.52892500000002	106.43886	67.475895	46.526955	229.360485	51.734325000000005	86.25955105263158
trinityContig3869||sp|Q09028.3|	1293	1134.35	110.52368421052631	742	69	792	637	610	238	508	359	601	661	952	533	521	90	259	672	738	662	357	122.16	83.74	137.54	111.69	151.48	44.74	129.23	142.58	98.46	142.16	214.14	116.35	112.19	24.94	58.53	86.11	113.32	131.2	79.39	33.166439999999994	22.735409999999998	37.34211	30.323835	41.126819999999995	12.14691	35.085944999999995	38.71047	26.731889999999996	38.596439999999994	58.13901	31.589025	30.459584999999997	6.771210000000001	15.890895	23.378865	30.766379999999998	35.620799999999996	21.554385	30.007180263157892
trinityContig38718||sp|Q66L17.1|	576	417.35	103.60052631578948	126	19	122	141	96	140	271	93	193	144	192	104	187	287	186	308	131	600	94	56.38	61.46	57.9	66.37	63.32	70.54	180.61	99.66	85.8	82.47	115.92	60.9	106.15	211.8	111.4	105.98	54.81	320.99	55.95	15.307170000000001	16.68639	15.71985	18.019455	17.19138	19.15161	49.035615	27.057689999999997	23.2947	22.390604999999997	31.472279999999998	16.53435	28.819725	57.5037	30.2451	28.77357	14.880915	87.148785	15.190425	28.12754289473684
trinityContig3872||sp|Q90WD0.1|	1257	1098.35	52.22526315789474	364	31	285	387	191	98	235	137	347	314	338	360	226	34	144	363	336	282	191	61.89	38.84	51.12	70.06	48.96	19.02	61.7	56.19	58.71	69.72	78.5	81.14	50.23	9.73	33.59	48.03	53.29	57.71	43.85	16.803135	10.545060000000001	13.879079999999998	19.02129	13.292639999999999	5.16393	16.75155	15.255585	15.939765	18.92898	21.31275	22.029510000000002	13.637444999999998	2.641695	9.119685	13.040144999999999	14.468235	15.668265	11.905275	14.179158947368421
trinityContig38726||sp|Q28F39.1|	636	477.35	33.067894736842106	71	7	61	88	63	18	62	58	103	97	64	119	99	19	48	92	77	64	52	27.78	19.87	25.29	36.31	36.5	7.95	36.39	54.42	40.05	48.77	33.87	61.08	49.43	12.31	25.26	27.74	28.15	29.98	27.14	7.542269999999999	5.394705	6.866234999999999	9.858165000000001	9.90975	2.158425	9.879885	14.775030000000001	10.873574999999999	13.241055000000001	9.195704999999998	16.583219999999997	13.420245000000001	3.342165	6.858090000000001	7.531409999999999	7.642725	8.139569999999999	7.368510000000001	8.977933421052631
trinityContig3874||sp|Q3S8M4.1|	942	783.35	11.838947368421053	24	2	23	238	41	0	61	3	42	29	4	122	14	1	2	14	142	37	7	5.72	3.5	5.79	60.23	14.65	0	22.25	1.72	9.96	8.98	1.3	38.43	4.33	0.4	0.65	2.59	31.59	10.6	2.25	1.55298	0.95025	1.571985	16.352445	3.977475	0	6.040875	0.46698	2.70414	2.43807	0.35295	10.433745	1.1755950000000002	0.1086	0.176475	0.703185	8.576685000000001	2.8779	0.610875	3.214274210526316
trinityContig38765||sp|Q9CRA5.1|	909	750.35	15.573157894736841	112	7	97	79	48	10	50	39	48	45	64	63	29	4	11	57	137	29	32	27.87	12.77	25.51	20.86	17.9	2.83	19.02	23.36	11.88	14.54	21.68	20.71	9.35	1.67	3.73	11	31.83	8.67	10.71	7.566705000000001	3.4670549999999998	6.925965000000001	5.66349	4.859849999999999	0.768345	5.16393	6.34224	3.22542	3.94761	5.88612	5.622765	2.538525	0.453405	1.0126950000000001	2.9865	8.641845	2.353905	2.907765	4.228112368421053
trinityContig38783||sp|Q2KIL7.1|	819	660.35	15.48	79	11	71	107	42	8	27	41	39	87	66	49	5	1	6	46	68	16	30	22.34	22.74	21.23	32.06	17.74	2.57	11.62	27.89	10.97	31.87	25.37	18.27	1.83	0.47	2.3	10.07	17.96	5.43	11.39	6.06531	6.17391	5.7639450000000005	8.70429	4.816409999999999	0.6977549999999999	3.15483	7.572135	2.978355	8.652705000000001	6.887955000000001	4.960305	0.496845	0.127605	0.62445	2.734005	4.87614	1.4742449999999998	3.092385	4.20282
trinityContig38831||sp|P18066.1|	651	492.35	10.470526315789474	25	2	17	37	19	11	18	29	25	33	20	45	14	5	10	31	20	27	17	9.48	5.51	6.83	14.81	10.68	4.71	10.26	26.39	9.42	16.1	10.27	22.41	6.79	3.14	5.11	9.07	7.09	12.26	8.61	2.57382	1.495965	1.8543450000000001	4.0209150000000005	2.89962	1.278765	2.7855899999999996	7.164885000000001	2.55753	4.371150000000001	2.788305	6.084315	1.8434849999999998	0.85251	1.3873650000000002	2.4625049999999997	1.9249349999999998	3.32859	2.337615	2.842747894736842
trinityContig38873||sp|P51151.1|	606	447.35	23.19105263157895	41	11	23	59	33	34	42	20	59	33	62	35	38	36	45	64	46	102	28	17.12	33.26	10.18	25.94	20.36	16.01	26.21	20.01	24.47	17.67	34.97	19.15	20.19	24.84	25.21	20.57	17.95	50.95	15.57	4.64808	9.03009	2.7638700000000003	7.0427100000000005	5.5277400000000005	4.3467150000000006	7.116015000000001	5.432715	6.643605	4.797405	9.494355	5.199224999999999	5.481585000000001	6.74406	6.844515000000001	5.584755	4.873425	13.832925	4.227255	6.296370789473684
trinityContig38901||sp|Q9WU49.1|	444	285.35	7.86	19	0	22	28	3	3	4	10	5	10	6	10	6	0	8	17	24	13	9	12.43	0	15.33	19.11	2.85	2.19	3.8	15.59	3.25	8.25	5.25	8.48	4.87	0	6.88	8.48	14.71	10.12	7.75	3.374745	0	4.162095	5.188365	0.773775	0.5945849999999999	1.0317	4.232685	0.882375	2.239875	1.425375	2.30232	1.322205	0	1.86792	2.30232	3.9937650000000002	2.74758	2.104125	2.13399
trinityContig38907||sp|Q99PL6.1|	1314	1155.35	10.260526315789473	138	6	165	78	61	16	39	22	34	51	60	84	23	7	12	38	103	25	26	22.31	7.15	28.13	13.43	14.88	2.95	9.74	8.58	5.47	10.77	13.25	18.01	4.86	1.9	2.66	4.78	15.53	4.87	5.68	6.0571649999999995	1.941225	7.637295	3.6462449999999995	4.03992	0.8009250000000001	2.64441	2.32947	1.485105	2.924055	3.597375	4.889715	1.31949	0.51585	0.7221900000000001	1.29777	4.2163949999999994	1.322205	1.54212	2.7857328947368423
trinityContig3891||sp|Q8HY82.1|	984	825.35	6.6489473684210525	14	3	44	81	12	26	10	3	40	17	17	56	18	6	18	19	20	15	38	3.17	4.98	10.51	19.47	4.07	6.7	3.47	1.63	9	5	5.24	16.75	5.29	2.27	5.56	3.34	4.22	4.08	11.58	0.860655	1.35207	2.853465	5.286104999999999	1.105005	1.81905	0.9421050000000001	0.44254499999999997	2.4435	1.3575	1.42266	4.547625	1.436235	0.616305	1.5095399999999999	0.90681	1.14573	1.10772	3.14397	1.8051892105263156
trinityContig38914||sp|P62070.1|	612	453.35	22.55421052631579	106	5	85	53	59	18	11	35	40	43	87	72	29	1	12	39	91	22	31	43.66	14.92	37.11	23	35.93	8.36	6.78	34.56	16.37	22.73	48.43	38.88	15.21	0.68	6.64	12.37	35.04	10.84	17.02	11.85369	4.0507800000000005	10.075365	6.2445	9.754995	2.2697399999999996	1.84077	9.383040000000001	4.4444550000000005	6.171195000000001	13.148745000000002	10.55592	4.1295150000000005	0.18462	1.80276	3.3584549999999997	9.513359999999999	2.94306	4.6209299999999995	6.123468157894737
trinityContig38921||sp|Q8WX92.1|	1737	1578.35	24.173157894736843	191	24	260	394	63	107	128	105	216	164	213	167	99	60	71	203	289	232	124	22.6	21	32.42	49.75	11.29	14.49	23.55	30.01	25.44	25.44	34.51	26.26	15.4	11.99	11.58	18.73	31.88	33.08	19.87	6.1359	5.7015	8.80203	13.507125	3.065235	3.9340349999999997	6.393825	8.147715000000002	6.906960000000001	6.906960000000001	9.369465	7.129590000000001	4.1811	3.255285	3.14397	5.085195000000001	8.65542	8.98122	5.394705	6.563012368421053
trinityContig38929||sp|O00548.2|	2205	2046.35	15.110526315789473	265	16	254	59	166	36	74	137	165	197	134	218	136	7	55	109	202	64	131	24.18	10.82	24.42	5.75	22.99	3.76	10.54	30.22	14.99	23.61	16.76	26.47	16.37	1.08	6.94	7.77	17.18	7.04	16.21	6.56487	2.93763	6.6300300000000005	1.561125	6.241785	1.02084	2.8616099999999998	8.20473	4.0697849999999995	6.410115	4.55034	7.186605	4.4444550000000005	0.29322000000000004	1.8842100000000002	2.109555	4.66437	1.91136	4.401015	4.102507894736842
trinityContig3893||sp|Q91ZJ5.3|	1527	1368.35	131.84947368421052	708	59	893	908	1247	500	941	660	1307	1285	581	631	468	321	292	895	1228	1027	399	96.63	59.48	128.49	132.14	257.31	78.02	199.18	217.45	177.54	229.57	108.48	114.34	83.8	73.88	54.84	95.19	156.28	168.85	73.67	26.235045	16.148819999999997	34.885035	35.87601	69.859665	21.18243	54.07737000000001	59.037675	48.20211	62.32825499999999	29.45232	31.04331	22.7517	20.058419999999998	14.88906	25.844085	42.43002	45.842775	20.001405000000002	35.79713210526316
trinityContig38977||sp|Q9D8N6.1|	720	561.35	15.923157894736843	33	11	48	53	30	52	23	8	58	49	35	19	33	36	39	47	45	61	24	10.98	26.66	16.9	18.64	14.85	19.59	11.57	6.39	19.18	21.04	15.79	8.32	14.1	19.91	17.54	12.08	13.98	24.33	10.69	2.98107	7.2381899999999995	4.588349999999999	5.06076	4.031775	5.318684999999999	3.141255	1.7348849999999998	5.20737	5.712359999999999	4.286985	2.25888	3.82815	5.405565	4.76211	3.2797199999999997	3.7955700000000006	6.605595	2.902335	4.323137368421053
trinityContig39||sp|Q1JQB2.1|	981	822.35	14.107894736842105	63	10	32	79	38	51	23	27	54	47	67	31	39	15	31	49	65	164	37	14.31	16.67	7.67	19.05	12.95	13.18	8	14.77	12.2	13.88	20.73	9.31	11.51	5.71	9.61	8.64	13.78	44.77	11.31	3.885165	4.525905000000001	2.082405	5.172075	3.515925	3.5783699999999996	2.172	4.0100549999999995	3.3123	3.7684200000000003	5.628195000000001	2.5276650000000003	3.124965	1.550265	2.6091149999999996	2.3457600000000003	3.7412699999999997	12.155055	3.070665	3.8302934210526316
trinityContig3908||sp|P04973.1|	666	507.35	51.79157894736842	193.78	6.74	69.11	71.73	27.88	110.66	145.4	65.22	186.49	174.81	104.35	72.36	54.54	55.21	192.9	253.55	253.87	90.19	98.04	71.33	18.03	26.94	27.87	15.22	46.04	80.53	57.61	68.23	82.83	52.01	34.98	25.69	33.71	95.71	72.01	87.32	39.77	48.21	19.366094999999998	4.895145	7.314210000000001	7.566705000000001	4.13223	12.49986	21.863895	15.641115	18.524445	22.488345	14.120714999999999	9.497069999999999	6.974835000000001	9.152265000000002	25.985265	19.550715000000004	23.70738	10.797555000000001	13.089015000000002	14.061413684210526
trinityContig3911||sp|Q5E963.1|	477	318.35	18.448947368421052	5.81	0	48.08	3.16	57.12	3.32	12.22	3.2	26.02	26.85	18.77	47.42	41.28	21.51	75.22	20.99	41.38	13.4	16.01	3.41	0	30	1.94	48.85	2.18	10.49	4.48	15.15	19.96	14.76	36.17	30.27	20.61	58.35	9.41	22.73	9.37	12.4	0.9258149999999999	0	8.145	0.5267099999999999	13.262775	0.5918700000000001	2.8480350000000003	1.21632	4.113225	5.4191400000000005	4.00734	9.820155	8.218305	5.5956150000000004	15.842025	2.554815	6.171195000000001	2.543955	3.3666	5.008889210526316
trinityContig39113||sp|Q568J8.1|	342	183.35	30.543157894736844	114.12	0	0	44.75	2.75	33.52	5.59	0	0	19.51	0	0	67.88	11.22	10.21	41.52	99.53	62.61	20.78	116.24	0	0	46.8	3.94	37.4	7.9	0	0	24.44	0	0	82.68	18.12	13.26	31.75	95.27	75.2	27.32	31.55916	0	0	12.706199999999999	1.06971	10.1541	2.14485	0	0	6.635460000000001	0	0	22.44762	4.919580000000001	3.6000900000000002	8.620125	25.865804999999998	20.4168	7.4173800000000005	8.292467368421052
trinityContig3915||sp|A7YY49.1|	810	651.35	95.56105263157895	500	59	535	323	198	223	197	135	252	229	339	207	278	56	227	321	500	233	212	143.36	123.64	162.19	98.1	84.78	72.56	85.89	93.08	71.85	85.01	132.08	78.25	102.88	26.78	88.36	71.26	133.85	80.18	81.56	38.92224	33.568259999999995	44.034585	26.63415	23.017770000000002	19.700039999999998	23.319135	25.27122	19.507274999999996	23.080215000000003	35.85972	21.244875	27.93192	7.27077	23.98974	19.34709	36.340275	21.76887	22.143539999999998	25.944825789473683
trinityContig39152||sp|Q5ZJH7.1|	1269	1110.35	30.20263157894737	276	19	238	181	118	35	106	93	160	189	383	175	147	8	40	150	186	80	102	46.42	23.55	42.23	32.42	29.93	6.72	27.53	37.73	26.78	41.52	88	39.02	32.33	2.26	9.23	19.63	29.18	16.2	23.17	12.60303	6.393825	11.465444999999999	8.80203	8.125995	1.8244799999999999	7.4743949999999995	10.243694999999999	7.27077	11.272680000000001	23.892	10.59393	8.777595	0.61359	2.505945	5.3295449999999995	7.92237	4.3983	6.290655	8.20001447368421
trinityContig39157||sp|Q9D1M4.1|	522	363.35	121.70368421052632	263	25	242	521	159	214	123	102	256	206	238	173	201	49	96	276	183	259	104	135.17	92.46	132.1	280.89	119.83	123.44	93.37	125.34	130.67	134.87	164.57	116	130.13	41.34	65.66	108.78	88	158.9	70.85	36.698655	25.10289	35.86515	76.261635	32.533845	33.51396	25.349955	34.029810000000005	35.476905	36.617205	44.680755	31.494	35.330295	11.22381	17.82669	29.53377	23.892	43.14135	19.235774999999997	33.04255026315789
trinityContig39167||sp|Q9CQZ7.1|	327	168.35	114.19421052631579	183	13	112	101	41	110	116	27	100	52	73	56	83	77	86	77	136	131	48	203	99.71	133.51	114.58	63.66	133.1	176.74	70.53	109.8	70.49	106.17	78.87	109.11	134.57	120.68	63.89	141.89	170.99	68.4	55.1145	27.071264999999997	36.247964999999994	31.10847	17.28369	36.13665	47.984910000000006	19.148895	29.8107	19.138035	28.825155	21.413205	29.623365000000003	36.535755	32.76462	17.346135	38.523134999999996	46.423785	18.570600000000002	31.003728157894738
trinityContig39191||sp|Q8BH95.1|	876	717.35	37.75526315789474	184.61	18.85	200.24	279.62	86.29	30.1	130.96	79.8	74.02	158	126.17	1.36	28.72	32.44	110.2	182.74	374.01	34.51	107	48.06	35.94	55.09	77.2	33.62	8.91	52.02	50	19.17	53.36	44.69	0.47	9.68	14.11	39.04	36.88	90.89	10.79	37.43	13.048290000000001	9.75771	14.956935000000001	20.9598	9.12783	2.4190650000000002	14.123430000000003	13.575	5.204655000000001	14.48724	12.133334999999999	0.127605	2.62812	3.830865	10.599359999999999	10.012920000000001	24.676635	2.9294849999999997	10.162245	10.250553947368422
trinityContig39202||sp|O95807.1|	483	324.35	142.69473684210527	219	23	223	281	127	229	127	92	249	215	185	203	216	110	165	228	323	457	170	126.09	94.89	136.53	169.26	106.69	147.54	107.16	126.44	142.33	157	142.91	152.04	155.64	103.52	125.74	100.4	174.09	313.61	129.32	34.233435	25.762635	37.067895	45.954089999999994	28.966334999999997	40.057109999999994	29.093939999999996	34.32846	38.642595	42.6255	38.800065	41.278859999999995	42.25626	28.10568	34.13841	27.2586	47.265435000000004	85.145115	35.11038	38.74162105263158
trinityContig39289||sp|Q5ZJN2.1|	654	495.35	44.86736842105263	169	17	191	173	119	31	59	61	123	133	142	114	52	3	27	81	226	25	68	63.71	46.55	76.27	68.82	66.51	13.2	33.43	55.18	46.09	64.5	72.46	56.43	25.06	1.87	13.71	23.55	79.62	11.29	34.23	17.297265	12.638324999999998	20.707304999999998	18.68463	18.057465000000004	3.5838	9.076245	14.981370000000002	12.513435000000001	17.51175	19.67289	15.320745	6.803789999999999	0.5077050000000001	3.722265	6.393825	21.61683	3.065235	9.293445	12.18149052631579
trinityContig39298||sp|Q5F368.1|	933	774.35	57.50631578947368	301	20	317	280	174	89	57	91	244	293	233	266	217	21	82	246	433	214	156	72.59	35.37	80.77	71.68	62.9	24.41	21.03	52.84	58.53	91.8	76.51	84.76	67.88	8.48	26.96	46.03	97.46	62.01	50.61	19.708185	9.602955	21.929054999999998	19.46112	17.07735	6.627314999999999	5.709645	14.346060000000001	15.890895	24.9237	20.772465000000004	23.012340000000002	18.429419999999997	2.30232	7.319640000000001	12.497145	26.460389999999997	16.835715	13.740615	15.612964736842105
trinityContig39298||sp|Q9WU81.1|	1518	1359.35	7.851578947368421	26	4	198	33	54	19	22	25	44	45	33	93	25	0	4	20	181	1	69	3.57	4.06	28.68	4.83	11.22	2.98	4.69	8.29	6.02	8.09	6.2	16.96	4.51	0	0.76	2.14	23.19	0.17	12.82	0.969255	1.10229	7.78662	1.311345	3.0462300000000004	0.80907	1.273335	2.2507349999999997	1.6344299999999998	2.1964349999999997	1.6833	4.60464	1.224465	0	0.20634	0.58101	6.296085000000001	0.046155	3.48063	2.1317036842105264
trinityContig39307||sp|Q9R0Q9.1|	720	561.35	37.7978947368421	167	16	172	163	68	132	50	52	78	106	68	89	55	11	35	103	278	25	105	55.56	38.78	60.56	57.33	33.66	49.72	25.14	41.55	25.8	45.51	30.68	38.95	23.5	6.08	15.74	26.48	86.39	9.97	46.76	15.084539999999999	10.52877	16.44204	15.565094999999998	9.138689999999999	13.49898	6.82551	11.280824999999998	7.0047	12.355965	8.32962	10.574925000000002	6.38025	1.65072	4.27341	7.1893199999999995	23.454885	2.7068550000000005	12.69534	10.262128421052632
trinityContig39312||sp|Q9Y2A7.1|	3381	3222.35	22.152105263157893	350	62	394	273	351	150	222	237	383	403	550	465	241	36	133	395	499	201	184	20.28	26.69	24.04	16.93	30.95	9.98	20.16	33.23	22.1	30.75	43.76	35.91	18.49	3.54	10.68	17.9	26.95	14.06	14.49	5.50602	7.246335	6.52686	4.596495	8.402925	2.7095700000000003	5.47344	9.021945	6.0001500000000005	8.348625	11.88084	9.749564999999999	5.020035	0.96111	2.89962	4.859849999999999	7.316925	3.8172900000000003	3.9340349999999997	6.014296578947368
trinityContig39324||sp|H0YL14.2|	420	261.35	39.427894736842106	51	4	40	50	24	102	39	26	60	35	16	23	38	65	35	45	40	112	39	36.44	20.29	30.48	37.16	24.75	81.01	40.14	44.19	42.53	31.41	15.25	21.24	33.49	75.18	32.71	24.45	26.79	95.07	36.55	9.89346	5.508735	8.275319999999999	10.08894	6.719625	21.994215000000004	10.898010000000001	11.997584999999999	11.546895	8.527814999999999	4.140375	5.76666	9.092535	20.41137	8.880765	6.638175	7.273484999999999	25.811505	9.923324999999998	10.70467342105263
trinityContig39340||sp|O35900.1|	288	129.35	10.044736842105264	4.34	0	13.63	10.52	5.57	14.04	0.99	2.8	0	0	0	6.68	9.12	2	0	0	21	13.27	11.69	6.26	0	21.28	15.32	10.98	21.76	1.88	9.45	0	0	0	12.07	15.1	4.46	0	0	28.6	22.37	21.32	1.6995899999999997	0	5.777520000000001	4.1593800000000005	2.98107	5.90784	0.51042	2.5656749999999997	0	0	0	3.2770050000000004	4.09965	1.21089	0	0	7.7649	6.073455	5.78838	2.727146052631579
trinityContig39342||sp|O75323.1|	864	705.35	39.1178947368421	206	12	207	197	114	26	108	75	122	117	162	171	133	14	32	169	224	120	73	54.54	23.26	57.93	55.31	45.16	7.82	43.61	47.78	32.13	40.17	58.34	59.75	45.56	6.19	11.53	34.68	55.36	38.15	25.97	14.80761	6.3150900000000005	15.727995000000002	15.016665	12.26094	2.1231299999999997	11.840114999999999	12.97227	8.723295000000002	10.906155	15.839310000000001	16.222125	12.36954	1.6805850000000002	3.1303949999999996	9.41562	15.03024	10.357725	7.050855	10.620508421052632
trinityContig39344||sp|Q9DF58.1|	1359	1200.35	173.23052631578946	2243	108	2140	1240	798	724	469	452	910	915	1278	941	660	169	336	933	2067	521	519	348.96	123.95	351.14	205.54	187.41	128.66	112.88	169.68	140.89	186.09	271.77	194.21	134.44	44.28	71.81	113.03	299.92	97.6	109.12	94.74264	33.652425	95.33451	55.804109999999994	50.881814999999996	34.931189999999994	30.64692	46.06812	38.251635	50.523435000000006	73.78555499999999	52.728015	36.50046	12.02202	19.496415	30.687645	81.42828	26.4984	29.626079999999998	47.03208789473684
trinityContig39354||sp|Q05084.2|	1545	1386.35	14.402631578947368	88	17	82	115	78	45	41	73	152	115	83	128	75	10	61	154	120	80	64	11.85	16.92	11.65	16.52	15.89	6.93	8.57	23.74	20.38	20.28	15.3	22.9	13.26	2.27	11.31	16.17	15.07	12.98	11.66	3.217275	4.593780000000001	3.162975	4.48518	4.314135	1.8814950000000001	2.326755	6.44541	5.53317	5.50602	4.15395	6.21735	3.6000900000000002	0.616305	3.070665	4.390155	4.091505000000001	3.5240700000000005	3.16569	3.9103144736842106
trinityContig39381||sp|Q9UIC8.2|	981	822.35	59.393157894736845	258	49	221	271	151	195	245	111	245	183	231	185	173	114	185	292	298	271	148	58.59	81.67	53.01	65.36	51.46	50.4	85.27	60.71	55.35	54.04	71.48	55.54	51.04	43.37	57.34	51.48	63.15	73.97	45.24	15.907185	22.173405000000002	14.392215	17.74524	13.97139	13.6836	23.150805	16.482765	15.027525	14.67186	19.40682	15.07911	13.85736	11.774954999999999	15.56781	13.976819999999998	17.145225	20.082855	12.28266	16.125242368421052
trinityContig3941||sp|Q9DCJ5.3|	519	360.35	27.09894736842105	0	35.42	6.04	98.03	9.83	18.22	4.55	23.22	0	17.07	72.92	16.51	0	33.47	71.38	10.73	195.65	0	37.66	0	132.04	3.33	53.28	7.47	10.59	3.48	28.77	0	11.27	50.83	11.16	0	28.46	49.21	4.26	94.87	0	25.86	0	35.848859999999995	0.9040950000000001	14.465520000000001	2.028105	2.8751849999999997	0.9448200000000001	7.8110550000000005	0	3.059805	13.800344999999998	3.0299400000000003	0	7.726890000000001	13.360515	1.15659	25.757205000000003	0	7.020989999999999	7.357364210526316
trinityContig39416||sp|P43233.1|	1023	864.35	203.36105263157896	1404	113	990	832	737	66	1022	604	952	970	1735	820	502	17	278	719	1041	426	558	303.34	179.33	225.86	191.02	239.18	16.24	338.89	314.39	204.63	272.76	511	234.36	141.07	6.16	82.06	120.65	209.87	110.66	162.39	82.35681	48.688095000000004	61.32099	51.86193000000001	64.93737	4.40916	92.008635	85.35688499999999	55.557044999999995	74.05434	138.7365	63.62874	38.300505	1.6724400000000001	22.27929	32.756475	56.979705	30.044189999999997	44.088885	55.21252578947369
trinityContig3942||sp|A0A5G2QD80.1|	1230	1071.35	21.50894736842105	144.35	39.97	67.03	104.01	97.5	53.42	26.02	35.31	62.71	105.89	220.32	24.82	114.57	0	45.05	283.2	251.8	65.28	82.37	25.16	51.32	12.33	19.3	25.62	10.63	7	14.85	10.88	24.1	52.45	5.74	26.09	0	10.77	38.41	40.94	13.7	19.38	6.830939999999999	13.93338	3.3475949999999997	5.23995	6.955830000000001	2.886045	1.9005	4.031775	2.95392	6.543150000000001	14.240175	1.55841	7.083435000000001	0	2.924055	10.428315	11.11521	3.71955	5.26167	5.839679210526316
